         1        17       278     -0.24522486
         1        28       274      -1.0028571
         1        29       283       -765.1852
         1        29       288      -0.4097465
         1        32       275       -5.137852
         1        32       314      -1.6695652
         1        32       317      -1.6695652
         1        32       320      -1.3411331
         1        32       457     -0.15428571
         1        33       291      -101.66921
         1        33       315      -1.6695652
         1        33       317      -1.6695652
         1        33       318     -0.21660434
         1        33       319      -1.6695652
         1        33       320      -40.507812
         1        33       368      -1.5428572
         1        33       369      -0.7714286
         1        33       453     -0.06666666
         1        33       457     -0.07714286
         1        34       291          -1.536
         1        34       299      -1.6695652
         1        34       301     -0.00586883
         1        34       312      -2.5251088
         1        34       321     -0.23202613
         1        34       364      -1.0767595
         1        34       367      -0.7714286
         1        34       368      -0.7714286
         1        34       454     -0.25714287
         1        34       457           -0.12
         1        35       294      -1.8026093
         1        35       298       -72.53248
         1        35       303      -1.6695652
         1        35       304      -1.6695652
         1        35       306      -1.6695652
         1        35       364      -1.0615385
         1        35       457          -0.792
         1        36       293          -1.536
         1        36       301      -1.6815673
         1        36       305      -6.1726136
         1        36       307      -1.6695652
         1        36       316      -1.6695652
         1        37       305      -160.79074
         1        37       314      -1.6695652
         1        37       316      -1.6695652
         1        37       317      -1.6695652
         1        37       319      -58.556644
         1        37       321      -222.45085
         1        37       323      -1.6695652
         1        37       363    -0.002937122
         1        37       364      -1.0615385
         1        37       367      -0.7714286
         1        37       368      -0.7714286
         1        37       369      -0.7714286
         1        37       456      -1.0551724
         1        38       285       -968.8028
         1        38       297      -266.03436
         1        38       300      -108.50195
         1        38       311      -0.5742171
         1        38       313      -83.333855
         1        38       318      -1.6695652
         1        38       322      -190.71791
         1        38       324      -201.20009
         1        38       325    -0.020992463
         1        38       363    -0.082658514
         1        38       366      -136.16237
         1        38       367     -0.42927262
         1        38       368      -0.7714286
         1        38       369     -0.43246344
         1        38       456      -1.0551724
         1        39       304      -1.6695652
         1        39       318      -1.6695652
         1        39       320      -1.6695652
         1        39       329      -12.563871
         1        39       456      -0.5478261
         1        40       318     -0.42864627
         1        40       319      -1.6695652
         1        40       322      -1.6695652
         1        40       323      -1.6695652
         1        40       367      -0.7714286
         1        41       324      -1.6695652
         1        41       366        -3.73404
         1        41       456      -0.8485714
         1        42       456      -0.8485714
         1        43       361      -11.254977
         1        44       329      -1.6695652
         1        44       331      -3.3391304
         1        44       423    -0.087804876
         1        44       456       -738.2486
         1        45       332      -170.92358
         1        45       449      -1.5230769
         1        45       451      -1.5230769
         1        45       452      -4.5692306
         1        46       409       -2.390768
         1        46       451      -4.5692306
         1        48       319       -70.90437
         1        48       404            -0.3
         1        48       429       -0.827027
         1        49       321      -1.2857143
         1        49       323      -1.2857143
         1        49       341    -0.000198146
         1        49       342      -1.6695652
         1        49       405            -0.6
         1        50       319      -1.2857143
         1        50       343      -1.6695652
         1        51       319       -68.36791
         1        51       320      -155.97357
         1        51       329      -1.2857143
         1        51       334      -2.4390683
         1        51       345     -0.19653611
         1        51       346     -0.08263511
         1        51       358      -6.3303165
         1        52       342          -1.725
         1        52       347      -2.0346246
         1        53       318       -347.6301
         1        53       329      -1.2857143
         1        53       331      -1.2857143
         1        53       332      -1.2857143
         1        53       333      -1.2731707
         1        53       341      -1.2731707
         1        54       319      -1.2857143
         1        54       322      -1.2857143
         1        54       328       -153.8328
         1        54       330      -155.10052
         1        54       349            -1.2
         1        55       319      -1.2857143
         1        55       321      -173.29942
         1        55       325      -1.2857143
         1        55       335      -1.2731707
         1        55       350      -89.651794
         1        55       351      -1.0615385
         1        55       396      -1.2342857
         1        56       320      -1.2857143
         1        56       321      -1.2857143
         1        56       323      -1.2857143
         1        56       324       -89.46582
         1        56       331      -125.64587
         1        56       345          -1.725
         1        56       351            -1.2
         1        57       322       -3.857143
         1        57       336      -262.12537
         1        57       353      -1.0615385
         1        57       354     -0.11618348
         1        57       361      -1.0615385
         2        57       427         -7558.8
         1        58       321      -112.17475
         1        58       322      -2.5714285
         1        58       324      -341.84384
         1        58       325      -2.5714285
         1        58       327      -1.2857143
         1        58       354      -1.0615385
         1        59       316      -165.65729
         1        59       317      -1.0789503
         1        59       327      -1.2857143
         1        59       328      -2.5714285
         1        59       329      -1.2857143
         1        59       336      -1.2731707
         1        59       346      -0.7422208
         1        59       358      -1.0615385
         1        59       364       -8.893232
         1        60       316      -1.2731707
         1        60       317      -1.2731707
         1        60       320      -189.75664
         1        60       321      -1.2857143
         1        60       337       -329.1869
         1        60       351      -42.747723
         1        60       354      -0.6599329
         1        60       357      -139.03963
         1        60       358      -1.0615385
         1        60       359     -124.048904
         1        60       451      -127.64189
         1        61       319      -224.27322
         1        61       333      -1.9914662
         1        61       334      -125.87874
